date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:44	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:45	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400d41d.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:45	76548/76548	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12b04%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff2	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:45	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-15ee0%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.woff	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:46	132728/132728	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-20678%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.ttf	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:46	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-aec72%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-brands-400.svg	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:46	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:46	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400d41d.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:47	13600/13600	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-3520%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff2	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:47	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-41a0%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.woff	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:47	34092/34092	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-852c%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.ttf	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:48	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-233c2%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-regular-400.svg	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:48	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:49	76120/76120	---M--	200	added ('OK')	font/woff2	etag:%225e39dcac-12958%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff2	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:49	194078/194078	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Feb%202020%2021:05:48%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900d41d.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:49	193792/193792	---M--	200	added ('OK')	application/octet-stream	etag:%225e39dcac-2f500%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.ttf	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:49	99004/99004	---M--	200	added ('OK')	font/woff	etag:%225e39dcac-182bc%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.woff	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:50	15572/15572	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2030%20Nov%202012%2004:46:36%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/fonts/linecons.eot	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/fonts/linecons.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/style.css)
10:45:50	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:56%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-project-3.html	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/portfolio-project-3.html	(from https://lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html)
10:45:51	849240/849240	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225e39dcac-cf558%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/webfonts/fa-solid-900.svg	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css)
10:45:51	54266/54266	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-d3fa%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/full/1.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/full/1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html)
10:45:51	72142/72142	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-119ce%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/full/2.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/full/2.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html)
10:45:53	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-23354%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_1_full.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_1_full.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog-post-1.html)
10:45:53	401209/401209	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-61f39%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_2_full.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_2_full.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog-post-1.html)
